10,-0.9790540477708674,1.1832678103512844,-2.6794821867508976,-1.5725910907939413,1.4684196965904823,-0.8682377168023743,-1.6474000371916313,-0.9009476024197436,-2.359390847903712,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
20,-0.9792774321006407,1.1830415795354587,-2.679710663864306,-1.5727884599503812,1.4686362314757797,-0.8680157023486322,-1.6476206369790374,-0.9007198573180433,-2.3596220364356384,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
30,-0.9794812519503928,1.1830267289701715,-2.6799697036631307,-1.5729705444564144,1.4688741696266148,-0.8678132072690781,-1.6477678626262435,-0.9004630895758229,-2.3598772245690336,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
40,-0.979653419681265,1.1831756338127077,-2.6802393396336543,-1.573176471139384,1.4690599175403123,-0.8676573538843957,-1.6478792343904407,-0.900226967431453,-2.3601242229626136,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
50,-0.9797382190362959,1.183024620014789,-2.6804829082584662,-1.5732282377305271,1.4692748471114014,-0.8676562183645319,-1.64806990125956,-0.9000996115825007,-2.3602658927959226,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
60,-0.9797647979295608,1.1830594786282624,-2.6806803346757415,-1.5732213868929428,1.4692607898330905,-0.8677157591051199,-1.648016949110015,-0.9000560074794838,-2.360366878475259,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
70,-0.9795576250697627,1.1827954717703362,-2.6808907005527587,-1.5731062763109418,1.4689236216039725,-0.8679971760627567,-1.6481079387265691,-0.900368927064645,-2.360189779972604,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
80,-0.9793492300059288,1.1826553762847745,-2.6812347836306976,-1.5728199704750236,1.4685159915870603,-0.8682637589672858,-1.6482285718361092,-0.9007004666799154,-2.360114779236193,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
90,-0.9792137302906323,1.1826712635943417,-2.68162999088931,-1.5726937809898036,1.468146980504944,-0.8684233739896725,-1.6485021923776533,-0.9009814971568312,-2.360263853298248,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
100,-0.9791940374278093,1.1828643512718262,-2.6819836187037573,-1.5726592340768473,1.4679375407597424,-0.8685635583681871,-1.6484096313048295,-0.9011422881525405,-2.360539849849469,1.786873841772815,-0.7870144281912315,2.9814843075404553,-2.3263067814925016,1.7694844907043477,-0.5613078299237473,0.24932976690406417,-0.8793144861058466,1.0009863445551037
