10,0:00:16,0.2246348112821579,0.0,0.022211631760001183,0.03205692023038864,1.0822174549102783,-0.03382731229066849,0.3286239802837372,23.302360395462088,23.706539182259394,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
20,0:00:31,0.27261102199554443,0.0,0.0754779726266861,0.06945882737636566,1.0254138708114624,-0.0703476294875145,0.2835320234298706,22.360679774997898,23.302360395462088,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
30,0:00:45,0.21597570180892944,0.0,0.13210871815681458,0.11852157860994339,0.7514820098876953,-0.12297230958938599,0.25537386536598206,22.22611077089287,22.93468988235943,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
40,0:00:59,0.2977650761604309,0.0,0.15196287631988525,0.15147601068019867,0.5762652158737183,-0.15926961600780487,0.1978972852230072,23.043437243605826,23.53720459187964,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
50,0:01:14,0.2061394602060318,0.0,0.17865808308124542,0.20420418679714203,0.5637156367301941,-0.20435675978660583,0.2037041038274765,23.874672772626646,24.269322199023193,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
60,0:01:28,0.23226921260356903,0.0,0.25848954916000366,0.23399218916893005,0.4977916479110718,-0.2380756288766861,0.14357724785804749,23.68543856465402,24.351591323771842,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
70,0:01:43,0.19301722943782806,0.0,0.28462710976600647,0.2330206036567688,0.42381271719932556,-0.18990659713745117,0.16065308451652527,22.06807649071391,22.67156809750927,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
80,0:01:58,0.22734594345092773,0.0,0.4001997411251068,0.16902631521224976,0.38655251264572144,-0.1604386419057846,0.13120773434638977,22.956480566497994,23.430749027719962,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
90,0:02:12,0.30621427297592163,0.0,0.45969530940055847,0.14072175323963165,0.38132569193840027,-0.13161180913448334,0.11346705257892609,23.08679276123039,23.769728648009426,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
100,0:02:27,0.2728393077850342,0.0,0.4004707336425781,0.10815800726413727,0.19377024471759796,-0.09273383021354675,0.09079112857580185,23.173260452512935,23.388031127053,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
110,0:02:42,0.18517369031906128,0.0,0.453000009059906,0.054217856377363205,0.100183866918087,-0.06002689152956009,0.10192441940307617,22.20360331117452,22.60530911091463,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
120,0:02:56,0.25696125626564026,0.0,0.3628481924533844,0.0036860117688775063,0.13827049732208252,0.012436957098543644,0.09732748568058014,23.40939982143925,23.57965224510319,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
130,0:03:11,0.08619935810565948,0.0,0.4933697283267975,-0.022474538534879684,0.09750673174858093,0.04716620221734047,0.07787513732910156,23.065125189341593,23.53720459187964,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
140,0:03:26,0.29839515686035156,0.0,0.5167237520217896,-0.006406817585229874,0.11136966198682785,0.022114282473921776,0.08101177960634232,23.473389188611005,23.83275057562597,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
150,0:03:43,0.287458211183548,0.0,0.7741758227348328,0.21118134260177612,0.13242730498313904,-0.20869189500808716,0.09434641897678375,24.576411454889016,24.939927826679853,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
160,0:03:57,0.2823137938976288,0.0,0.7556277513504028,0.4198800027370453,0.13564446568489075,-0.3868127167224884,0.0607624351978302,24.24871130596428,24.413111231467404,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
170,0:04:12,0.29685765504837036,0.0,0.9713305234909058,0.39508381485939026,0.2289772480726242,-0.3814850449562073,0.09560902416706085,24.331050121192877,24.535688292770594,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
