5,22.825424421026653
15,22.427661492005804
55,22.20360331117452
65,22.045407685048602
85,21.97726097583591
90,21.908902300206645
120,21.656407827707714
130,21.02379604162864
135,20.8806130178211
140,20.024984394500787
145,19.209372712298546
155,18.627936010197157
160,17.549928774784245
170,16.673332000533065
185,15.132745950421556
195,14.933184523068078
205,14.696938456699069
215,13.341664064126334
235,11.40175425099138
325,8.888194417315589
365,8.306623862918075
1965,7.745966692414834
3205,7.211102550927978
