10,-1.619487129687535,0.18121255269353298,-1.49569792862989,-1.6979346932615134,-2.7007345454600635,0.08099952570344306,1.2577624221265777,1.7862270657669659,1.5743883400348426,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
20,-1.6192956913023684,0.18108180332761004,-1.495526180885898,-1.697723087513469,-2.7005909284495178,0.08112605444595518,1.2576950963455313,1.7860372061008676,1.574271829410218,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
30,-1.6191781591623442,0.18093065252401228,-1.4952970365465152,-1.6975007602062266,-2.7005419403077036,0.08111134189113389,1.2577154673285682,1.785797592284794,1.5742662666670109,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
40,-1.619083490342342,0.18075844423690804,-1.4950426420469891,-1.6972853965863595,-2.7006298723208277,0.08095664448028995,1.2577015450693954,1.785567554606945,1.5743931664677737,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
50,-1.619169214765874,0.18052579127587612,-1.4947873769745375,-1.6970682180511378,-2.7008314629613888,0.08093038755898746,1.2579173395323726,1.78535934755791,1.5746099682504844,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
60,-1.619420544160905,0.18049329949146184,-1.4947990727023368,-1.6970551274679124,-2.701033808291705,0.08088955686001295,1.2582056561027186,1.7852847563016025,1.574883702819364,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
70,-1.6196194415002503,0.1804828030907279,-1.4949259434760374,-1.6970681463944486,-2.7013061290980813,0.08062268013567114,1.2583875019958428,1.785179115068865,1.5751848096051477,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
80,-1.619693130118314,0.18025929889045644,-1.4948211973153012,-1.6968578344688265,-2.7016903086088457,0.08039064991872982,1.2585705966553686,1.784917207772759,1.575556432249843,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
90,-1.6198364912065224,0.17985244880264795,-1.4945386029382624,-1.6965057410540225,-2.702081204533935,0.08032890143580426,1.258894460913863,1.7846291858646735,1.5759730978568676,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
100,-1.6197426852180397,0.17956122007299494,-1.4942210781272782,-1.6961378013445605,-2.7024567976683938,0.08023756464509182,1.2592826983776397,1.7842999365021939,1.5763628672208798,-2.8695504146754454,-0.10524231334578316,0.57755675093206,1.797558596044996,-1.8966553421056214,-0.16794699062698593,-2.2693383785418897,-1.8268331111962752,2.2173429077455697
