5,22.781571499789035
5,23.08679276123039
10,22.80350850198276
15,22.715633383201094
20,22.516660498395403
30,22.20360331117452
150,21.656407827707714
155,21.236760581595302
165,20.904544960366874
180,20.591260281974
185,20.518284528683193
190,19.77371993328519
195,18.33030277982336
200,18.027756377319946
205,17.378147196982766
215,15.905973720586866
220,15.231546211727817
225,14.966629547095765
230,14.422205101855956
270,12.96148139681572
275,12.288205727444508
310,9.9498743710662
345,9.055385138137417
375,8.831760866327848
2445,8.426149773176359
2460,7.615773105863909
