5,23.388031127053
10,22.271057451320086
15,22.15851980616034
70,22.06807649071391
80,21.908902300206645
90,21.61018278497431
110,21.400934559032695
115,20.273134932713294
1275,18.894443627691185
1280,17.60681686165901
1285,16.55294535724685
1290,16.522711641858304
1295,15.033296378372908
1300,14.966629547095765
1305,14.071247279470288
1310,13.490737563232042
1320,12.409673645990857
1400,8.306623862918075
1465,8.0
1500,7.810249675906654
2295,7.745966692414834
2315,7.3484692283495345
2445,6.782329983125268
